delay_id,shipment_id,duration_hours,reason,date
DLY-5444,SHP-1163,30.7,Vehicle Breakdown,2026-06-11
DLY-5445,SHP-1548,47.5,Port Congestion,2026-06-12
DLY-5446,SHP-1369,18.2,Port Congestion,2026-05-28
DLY-5447,SHP-1411,49.8,Customs,2026-07-15
DLY-5448,SHP-1160,22.5,Customs,2026-06-09
DLY-5449,SHP-1498,66.6,Port Congestion,2026-05-22
DLY-5450,SHP-1468,37.9,Vehicle Breakdown,2026-07-30
DLY-5451,SHP-1311,3.5,Vehicle Breakdown,2026-07-04
DLY-5452,SHP-1237,11.8,Weather,2026-05-27
DLY-5453,SHP-1479,27.8,Traffic,2026-06-27
DLY-5454,SHP-1074,25.9,Customs,2026-06-15
DLY-5455,SHP-1075,16.0,Traffic,2026-07-27
DLY-5456,SHP-1429,37.2,Port Congestion,2026-07-16
DLY-5457,SHP-1161,5.5,Weather,2026-06-01
DLY-5458,SHP-1269,12.4,Weather,2026-07-26
DLY-5459,SHP-1303,62.6,Customs,2026-08-06
DLY-5460,SHP-1462,56.8,Weather,2026-06-06
DLY-5461,SHP-1234,27.0,Customs,2026-05-31
DLY-5462,SHP-1537,46.3,Traffic,2026-06-21
DLY-5463,SHP-1218,21.7,Weather,2026-06-27
DLY-5464,SHP-1228,42.2,Weather,2026-07-05
DLY-5465,SHP-1189,41.1,Traffic,2026-08-04
DLY-5466,SHP-1318,6.9,Vehicle Breakdown,2026-07-08
DLY-5467,SHP-1411,10.3,Weather,2026-07-26
DLY-5468,SHP-1196,8.4,Vehicle Breakdown,2026-05-31
DLY-5469,SHP-1437,21.9,Customs,2026-06-09
DLY-5470,SHP-1238,24.4,Traffic,2026-06-14
DLY-5471,SHP-1139,25.4,Customs,2026-05-19
DLY-5472,SHP-1044,29.3,Port Congestion,2026-05-21
DLY-5473,SHP-1179,9.5,Vehicle Breakdown,2026-07-26
DLY-5474,SHP-1282,34.2,Customs,2026-07-29
DLY-5475,SHP-1009,61.9,Port Congestion,2026-06-18
DLY-5476,SHP-1493,43.7,Vehicle Breakdown,2026-08-02
DLY-5477,SHP-1334,12.6,Weather,2026-06-23
DLY-5478,SHP-1332,38.4,Customs,2026-06-16
DLY-5479,SHP-1044,5.7,Port Congestion,2026-06-21
DLY-5480,SHP-1485,18.2,Traffic,2026-08-09
DLY-5481,SHP-1298,39.0,Port Congestion,2026-06-11
DLY-5482,SHP-1176,65.6,Port Congestion,2026-06-06
DLY-5483,SHP-1267,46.2,Traffic,2026-08-01
DLY-5484,SHP-1276,15.8,Port Congestion,2026-07-15
DLY-5485,SHP-1074,22.4,Vehicle Breakdown,2026-06-12
DLY-5486,SHP-1050,29.0,Weather,2026-06-13
DLY-5487,SHP-1303,24.9,Vehicle Breakdown,2026-07-07
DLY-5488,SHP-1452,66.7,Weather,2026-07-16
DLY-5489,SHP-1083,15.4,Vehicle Breakdown,2026-07-10
DLY-5490,SHP-1204,20.6,Vehicle Breakdown,2026-05-16
DLY-5491,SHP-1107,41.4,Customs,2026-05-18
DLY-5492,SHP-1395,13.4,Vehicle Breakdown,2026-08-02
DLY-5493,SHP-1514,12.7,Traffic,2026-07-12
DLY-5494,SHP-1277,46.2,Customs,2026-07-16
DLY-5495,SHP-1411,15.1,Port Congestion,2026-08-07
DLY-5496,SHP-1043,68.0,Weather,2026-07-20
DLY-5497,SHP-1402,21.0,Port Congestion,2026-08-09
DLY-5498,SHP-1350,63.5,Port Congestion,2026-06-11
DLY-5499,SHP-1446,40.2,Customs,2026-06-10
DLY-5500,SHP-1216,5.9,Port Congestion,2026-06-23
DLY-5501,SHP-1171,46.9,Customs,2026-07-23
DLY-5502,SHP-1315,46.8,Customs,2026-07-30
DLY-5503,SHP-1123,23.9,Traffic,2026-06-20
DLY-5504,SHP-1274,19.1,Port Congestion,2026-07-22
DLY-5505,SHP-1484,64.4,Traffic,2026-06-17
DLY-5506,SHP-1234,24.4,Traffic,2026-07-24
DLY-5507,SHP-1192,40.8,Traffic,2026-05-16
DLY-5508,SHP-1223,62.9,Port Congestion,2026-07-09
DLY-5509,SHP-1193,2.2,Port Congestion,2026-08-10
DLY-5510,SHP-1270,48.9,Port Congestion,2026-07-06
DLY-5511,SHP-1210,27.5,Customs,2026-05-25
DLY-5512,SHP-1202,42.2,Traffic,2026-07-10
DLY-5513,SHP-1367,9.2,Port Congestion,2026-07-08
DLY-5514,SHP-1368,47.1,Weather,2026-08-08
DLY-5515,SHP-1118,42.9,Vehicle Breakdown,2026-05-18
DLY-5516,SHP-1240,56.6,Vehicle Breakdown,2026-06-03
DLY-5517,SHP-1107,53.6,Vehicle Breakdown,2026-07-03
DLY-5518,SHP-1325,23.9,Customs,2026-08-08
DLY-5519,SHP-1454,63.2,Weather,2026-06-04
DLY-5520,SHP-1406,62.4,Traffic,2026-08-01
DLY-5521,SHP-1485,24.5,Weather,2026-06-13
DLY-5522,SHP-1090,32.0,Port Congestion,2026-07-30
DLY-5523,SHP-1049,33.6,Vehicle Breakdown,2026-06-02
DLY-5524,SHP-1238,58.0,Traffic,2026-06-23
DLY-5525,SHP-1050,49.2,Customs,2026-08-03
DLY-5526,SHP-1159,18.0,Vehicle Breakdown,2026-05-16
DLY-5527,SHP-1449,21.6,Customs,2026-06-30
DLY-5528,SHP-1456,5.2,Vehicle Breakdown,2026-06-06
DLY-5529,SHP-1237,64.1,Port Congestion,2026-06-25
DLY-5530,SHP-1310,51.3,Weather,2026-06-16
DLY-5531,SHP-1382,7.3,Weather,2026-07-20
DLY-5532,SHP-1461,66.4,Port Congestion,2026-06-19
DLY-5533,SHP-1278,51.2,Weather,2026-05-22
DLY-5534,SHP-1185,31.9,Vehicle Breakdown,2026-05-31
DLY-5535,SHP-1451,18.3,Customs,2026-06-29
DLY-5536,SHP-1399,38.4,Port Congestion,2026-05-18
DLY-5537,SHP-1380,59.2,Port Congestion,2026-07-06
DLY-5538,SHP-1334,8.2,Port Congestion,2026-07-06
DLY-5539,SHP-1350,39.2,Customs,2026-07-04
DLY-5540,SHP-1088,60.0,Port Congestion,2026-06-15
DLY-5541,SHP-1121,69.8,Vehicle Breakdown,2026-07-24
DLY-5542,SHP-1078,47.4,Vehicle Breakdown,2026-07-24
DLY-5543,SHP-1043,61.9,Port Congestion,2026-06-28
DLY-5544,SHP-1250,29.1,Port Congestion,2026-07-13
DLY-5545,SHP-1407,17.1,Vehicle Breakdown,2026-08-10
DLY-5546,SHP-1337,60.6,Port Congestion,2026-05-17
DLY-5547,SHP-1178,8.9,Port Congestion,2026-05-31
DLY-5548,SHP-1294,9.3,Traffic,2026-08-05
DLY-5549,SHP-1419,71.2,Traffic,2026-05-29
DLY-5550,SHP-1314,66.3,Port Congestion,2026-06-03
DLY-5551,SHP-1353,42.9,Weather,2026-07-12
DLY-5552,SHP-1392,45.3,Port Congestion,2026-05-23
DLY-5553,SHP-1313,52.8,Weather,2026-07-09
DLY-5554,SHP-1290,60.9,Weather,2026-06-10
DLY-5555,SHP-1209,47.4,Traffic,2026-07-24
DLY-5556,SHP-1354,25.6,Port Congestion,2026-06-29
DLY-5557,SHP-1100,69.9,Traffic,2026-07-08
DLY-5558,SHP-1313,22.3,Traffic,2026-05-27
DLY-5559,SHP-1380,55.0,Customs,2026-07-13
DLY-5560,SHP-1433,22.8,Customs,2026-07-22
DLY-5561,SHP-1146,62.8,Port Congestion,2026-08-01
DLY-5562,SHP-1390,9.8,Traffic,2026-06-25
DLY-5563,SHP-1047,43.1,Weather,2026-06-06
DLY-5564,SHP-1352,18.5,Weather,2026-06-30
DLY-5565,SHP-1334,66.2,Weather,2026-06-16
DLY-5566,SHP-1536,33.3,Traffic,2026-05-13
DLY-5567,SHP-1012,24.9,Customs,2026-07-04
DLY-5568,SHP-1412,4.3,Weather,2026-07-10
DLY-5569,SHP-1526,59.7,Weather,2026-06-09
DLY-5570,SHP-1113,14.5,Port Congestion,2026-07-13
DLY-5571,SHP-1472,29.9,Port Congestion,2026-05-28
DLY-5572,SHP-1064,41.1,Vehicle Breakdown,2026-06-05
DLY-5573,SHP-1185,7.3,Vehicle Breakdown,2026-06-01
DLY-5574,SHP-1485,14.7,Vehicle Breakdown,2026-07-29
DLY-5575,SHP-1286,17.1,Port Congestion,2026-06-25
DLY-5576,SHP-1261,65.4,Vehicle Breakdown,2026-06-20
DLY-5577,SHP-1366,9.9,Weather,2026-06-23
DLY-5578,SHP-1302,18.8,Port Congestion,2026-05-15
DLY-5579,SHP-1444,48.1,Traffic,2026-08-05
DLY-5580,SHP-1136,51.3,Traffic,2026-06-16
DLY-5581,SHP-1516,50.1,Vehicle Breakdown,2026-05-21
DLY-5582,SHP-1172,17.7,Port Congestion,2026-05-31
DLY-5583,SHP-1523,71.8,Port Congestion,2026-07-09
DLY-5584,SHP-1321,15.7,Customs,2026-07-30
DLY-5585,SHP-1369,29.4,Port Congestion,2026-07-20
DLY-5586,SHP-1215,28.2,Weather,2026-08-02
DLY-5587,SHP-1443,41.6,Customs,2026-06-01
DLY-5588,SHP-1121,48.4,Weather,2026-05-16
DLY-5589,SHP-1234,6.3,Customs,2026-07-06
DLY-5590,SHP-1180,58.7,Customs,2026-08-10
DLY-5591,SHP-1294,53.8,Customs,2026-06-14
DLY-5592,SHP-1185,36.3,Traffic,2026-07-04
DLY-5593,SHP-1250,34.4,Weather,2026-05-14
DLY-5594,SHP-1191,54.7,Customs,2026-07-28
DLY-5595,SHP-1071,4.7,Port Congestion,2026-07-11
DLY-5596,SHP-1383,13.7,Traffic,2026-06-13
DLY-5597,SHP-1195,37.1,Weather,2026-07-15
DLY-5598,SHP-1310,43.4,Traffic,2026-07-10
DLY-5599,SHP-1347,64.3,Traffic,2026-06-16
DLY-5600,SHP-1425,64.1,Customs,2026-07-16
DLY-5601,SHP-1213,29.3,Port Congestion,2026-07-27
DLY-5602,SHP-1345,69.6,Traffic,2026-07-19
DLY-5603,SHP-1258,26.7,Vehicle Breakdown,2026-06-05
DLY-5604,SHP-1531,24.4,Traffic,2026-05-24
DLY-5605,SHP-1473,30.1,Weather,2026-05-13
DLY-5606,SHP-1534,62.5,Customs,2026-07-16
DLY-5607,SHP-1155,49.3,Customs,2026-06-03
DLY-5608,SHP-1273,48.7,Customs,2026-06-15
DLY-5609,SHP-1330,51.4,Traffic,2026-07-19
DLY-5610,SHP-1298,65.2,Customs,2026-07-20
DLY-5611,SHP-1374,14.6,Vehicle Breakdown,2026-06-03
DLY-5612,SHP-1044,70.8,Port Congestion,2026-06-24
DLY-5613,SHP-1146,24.9,Port Congestion,2026-07-08
DLY-5614,SHP-1079,30.3,Customs,2026-06-08
DLY-5615,SHP-1368,48.8,Customs,2026-07-26
DLY-5616,SHP-1041,28.2,Customs,2026-06-25
DLY-5617,SHP-1116,18.5,Traffic,2026-07-06
DLY-5618,SHP-1344,40.5,Customs,2026-07-13
DLY-5619,SHP-1547,48.1,Weather,2026-05-23
DLY-5620,SHP-1470,32.3,Weather,2026-07-12
DLY-5621,SHP-1337,3.2,Customs,2026-08-10
DLY-5622,SHP-1419,42.5,Traffic,2026-08-04
DLY-5623,SHP-1265,38.2,Traffic,2026-06-14
DLY-5624,SHP-1519,26.9,Weather,2026-05-23
DLY-5625,SHP-1121,40.1,Traffic,2026-06-10
DLY-5626,SHP-1212,56.5,Port Congestion,2026-06-27
DLY-5627,SHP-1009,33.8,Vehicle Breakdown,2026-08-06
DLY-5628,SHP-1487,68.2,Customs,2026-06-29
DLY-5629,SHP-1404,35.9,Vehicle Breakdown,2026-07-23
DLY-5630,SHP-1249,28.4,Vehicle Breakdown,2026-08-07
DLY-5631,SHP-1537,13.5,Vehicle Breakdown,2026-06-12
DLY-5632,SHP-1018,71.6,Vehicle Breakdown,2026-06-12
DLY-5633,SHP-1470,30.5,Weather,2026-06-20
DLY-5634,SHP-1108,50.6,Weather,2026-08-02
DLY-5635,SHP-1305,36.5,Customs,2026-06-17
DLY-5636,SHP-1179,26.8,Traffic,2026-07-06
DLY-5637,SHP-1224,39.1,Customs,2026-05-13
DLY-5638,SHP-1152,21.5,Port Congestion,2026-05-19
DLY-5639,SHP-1430,40.1,Port Congestion,2026-06-13
DLY-5640,SHP-1419,6.4,Weather,2026-07-11
DLY-5641,SHP-1528,28.7,Port Congestion,2026-06-24
DLY-5642,SHP-1532,35.8,Weather,2026-05-21
DLY-5643,SHP-1340,3.0,Vehicle Breakdown,2026-05-16
DLY-5644,SHP-1340,3.3,Weather,2026-07-03
DLY-5645,SHP-1203,13.1,Weather,2026-05-24
DLY-5646,SHP-1190,68.2,Traffic,2026-07-09
DLY-5647,SHP-1049,63.5,Vehicle Breakdown,2026-07-05
DLY-5648,SHP-1335,67.5,Weather,2026-07-18
DLY-5649,SHP-1523,67.6,Vehicle Breakdown,2026-07-02
DLY-5650,SHP-1435,40.1,Port Congestion,2026-06-27
DLY-5651,SHP-1432,4.9,Customs,2026-05-26
DLY-5652,SHP-1205,50.9,Port Congestion,2026-07-11
DLY-5653,SHP-1412,69.1,Vehicle Breakdown,2026-06-27
DLY-5654,SHP-1499,59.5,Customs,2026-07-07
DLY-5655,SHP-1390,13.0,Vehicle Breakdown,2026-07-24
DLY-5656,SHP-1472,65.9,Port Congestion,2026-07-15
DLY-5657,SHP-1320,34.8,Port Congestion,2026-08-09
DLY-5658,SHP-1416,6.6,Port Congestion,2026-06-23
DLY-5659,SHP-1483,31.5,Vehicle Breakdown,2026-07-23
DLY-5660,SHP-1323,14.7,Weather,2026-07-31
DLY-5661,SHP-1369,69.7,Traffic,2026-07-26
DLY-5662,SHP-1249,19.3,Traffic,2026-07-25
DLY-5663,SHP-1225,54.4,Customs,2026-06-18
DLY-5664,SHP-1381,17.6,Customs,2026-08-01
DLY-5665,SHP-1120,40.8,Port Congestion,2026-05-19
DLY-5666,SHP-1378,19.5,Port Congestion,2026-05-20
DLY-5667,SHP-1003,57.6,Customs,2026-07-10
DLY-5668,SHP-1481,18.5,Vehicle Breakdown,2026-07-28
DLY-5669,SHP-1422,3.4,Port Congestion,2026-05-22
DLY-5670,SHP-1393,52.2,Weather,2026-07-04
DLY-5671,SHP-1343,69.9,Weather,2026-06-19
DLY-5672,SHP-1472,47.3,Port Congestion,2026-06-20
DLY-5673,SHP-1144,44.9,Customs,2026-05-19
DLY-5674,SHP-1251,35.6,Weather,2026-08-07
DLY-5675,SHP-1389,7.7,Traffic,2026-06-04
DLY-5676,SHP-1529,9.2,Traffic,2026-07-30
DLY-5677,SHP-1277,4.0,Weather,2026-06-30
DLY-5678,SHP-1211,45.3,Vehicle Breakdown,2026-06-04
DLY-5679,SHP-1336,16.5,Port Congestion,2026-07-23
DLY-5680,SHP-1390,52.9,Vehicle Breakdown,2026-06-03
DLY-5681,SHP-1106,2.6,Customs,2026-07-29
DLY-5682,SHP-1173,13.6,Traffic,2026-07-02
DLY-5683,SHP-1518,21.8,Vehicle Breakdown,2026-06-08
DLY-5684,SHP-1323,8.4,Port Congestion,2026-08-07
DLY-5685,SHP-1484,9.1,Port Congestion,2026-07-27
DLY-5686,SHP-1101,26.1,Traffic,2026-05-23
DLY-5687,SHP-1341,46.8,Vehicle Breakdown,2026-06-02
DLY-5688,SHP-1188,39.5,Traffic,2026-07-02
DLY-5689,SHP-1183,43.9,Port Congestion,2026-06-01
DLY-5690,SHP-1133,67.0,Traffic,2026-05-31
DLY-5691,SHP-1327,18.6,Port Congestion,2026-05-24
DLY-5692,SHP-1379,50.2,Port Congestion,2026-07-25
DLY-5693,SHP-1234,57.2,Traffic,2026-08-05
DLY-5694,SHP-1304,49.6,Traffic,2026-07-25
DLY-5695,SHP-1403,48.9,Port Congestion,2026-08-05
DLY-5696,SHP-1231,8.8,Vehicle Breakdown,2026-06-07
DLY-5697,SHP-1288,45.1,Port Congestion,2026-08-06
DLY-5698,SHP-1191,27.4,Weather,2026-07-11
DLY-5699,SHP-1014,19.4,Weather,2026-05-25
DLY-5700,SHP-1534,61.4,Customs,2026-07-21
DLY-5701,SHP-1419,55.4,Weather,2026-08-09
DLY-5702,SHP-1416,65.9,Traffic,2026-06-12
DLY-5703,SHP-1520,25.8,Port Congestion,2026-07-07
DLY-5704,SHP-1077,53.7,Traffic,2026-07-05
DLY-5705,SHP-1122,15.6,Customs,2026-05-18
DLY-5706,SHP-1116,12.9,Weather,2026-07-15
DLY-5707,SHP-1169,39.2,Vehicle Breakdown,2026-05-25
DLY-5708,SHP-1131,44.5,Vehicle Breakdown,2026-07-15
DLY-5709,SHP-1283,54.1,Vehicle Breakdown,2026-05-16
DLY-5710,SHP-1193,58.1,Traffic,2026-08-06
DLY-5711,SHP-1104,54.7,Vehicle Breakdown,2026-05-16
DLY-5712,SHP-1257,3.9,Traffic,2026-06-18
DLY-5713,SHP-1384,46.6,Weather,2026-08-03
DLY-5714,SHP-1192,67.3,Port Congestion,2026-06-25
DLY-5715,SHP-1313,25.3,Traffic,2026-05-30
DLY-5716,SHP-1322,51.2,Vehicle Breakdown,2026-07-15
DLY-5717,SHP-1475,37.0,Weather,2026-08-03
DLY-5718,SHP-1377,52.0,Traffic,2026-05-22
DLY-5719,SHP-1463,33.6,Traffic,2026-07-15
DLY-5720,SHP-1076,15.7,Port Congestion,2026-05-31
DLY-5721,SHP-1096,41.0,Vehicle Breakdown,2026-06-02
DLY-5722,SHP-1165,4.3,Vehicle Breakdown,2026-05-25
DLY-5723,SHP-1458,69.1,Port Congestion,2026-06-01
DLY-5724,SHP-1360,65.8,Weather,2026-08-03
DLY-5725,SHP-1252,51.8,Traffic,2026-06-03
DLY-5726,SHP-1422,56.4,Weather,2026-08-04
DLY-5727,SHP-1440,10.6,Port Congestion,2026-06-22
DLY-5728,SHP-1537,29.2,Weather,2026-07-21
DLY-5729,SHP-1242,9.7,Vehicle Breakdown,2026-07-16
DLY-5730,SHP-1502,37.8,Customs,2026-06-03
DLY-5731,SHP-1205,15.3,Traffic,2026-07-31
DLY-5732,SHP-1093,53.5,Port Congestion,2026-05-19
DLY-5733,SHP-1520,34.3,Traffic,2026-07-19
DLY-5734,SHP-1231,14.2,Customs,2026-08-06
DLY-5735,SHP-1279,29.8,Port Congestion,2026-05-20
DLY-5736,SHP-1315,17.7,Weather,2026-05-29
DLY-5737,SHP-1159,59.8,Port Congestion,2026-06-07
DLY-5738,SHP-1419,19.0,Port Congestion,2026-05-29
DLY-5739,SHP-1002,28.5,Port Congestion,2026-05-16
DLY-5740,SHP-1011,23.4,Vehicle Breakdown,2026-05-31
DLY-5741,SHP-1028,65.3,Vehicle Breakdown,2026-05-21
DLY-5742,SHP-1495,30.0,Port Congestion,2026-07-13
DLY-5743,SHP-1366,57.4,Traffic,2026-07-15
DLY-5744,SHP-1421,10.6,Vehicle Breakdown,2026-06-15
DLY-5745,SHP-1393,63.3,Port Congestion,2026-08-09
DLY-5746,SHP-1127,31.4,Weather,2026-07-10
DLY-5747,SHP-1009,19.1,Port Congestion,2026-07-28
DLY-5748,SHP-1063,42.9,Weather,2026-08-03
DLY-5749,SHP-1075,8.7,Weather,2026-07-12
DLY-5750,SHP-1030,25.6,Port Congestion,2026-05-30
DLY-5751,SHP-1484,12.9,Customs,2026-07-25
DLY-5752,SHP-1486,70.0,Port Congestion,2026-07-28
DLY-5753,SHP-1072,65.6,Vehicle Breakdown,2026-05-28
DLY-5754,SHP-1059,58.7,Vehicle Breakdown,2026-08-01
DLY-5755,SHP-1162,47.5,Customs,2026-05-23
DLY-5756,SHP-1332,21.7,Customs,2026-06-20
DLY-5757,SHP-1537,59.4,Vehicle Breakdown,2026-05-23
DLY-5758,SHP-1382,16.3,Vehicle Breakdown,2026-06-16
DLY-5759,SHP-1189,43.1,Traffic,2026-06-19
DLY-5760,SHP-1010,26.3,Vehicle Breakdown,2026-06-07
DLY-5761,SHP-1326,52.6,Traffic,2026-06-10
DLY-5762,SHP-1477,45.2,Customs,2026-08-04
DLY-5763,SHP-1230,67.6,Port Congestion,2026-06-04
DLY-5764,SHP-1474,63.0,Weather,2026-06-21
DLY-5765,SHP-1359,40.6,Vehicle Breakdown,2026-05-28
DLY-5766,SHP-1420,70.2,Weather,2026-08-01
DLY-5767,SHP-1021,67.2,Customs,2026-07-16
DLY-5768,SHP-1526,14.3,Customs,2026-06-19
DLY-5769,SHP-1449,70.3,Port Congestion,2026-06-22
DLY-5770,SHP-1455,59.1,Port Congestion,2026-05-17
DLY-5771,SHP-1169,12.1,Weather,2026-06-20
DLY-5772,SHP-1199,22.4,Port Congestion,2026-06-17
DLY-5773,SHP-1000,67.0,Customs,2026-06-26
DLY-5774,SHP-1078,69.0,Port Congestion,2026-06-01
DLY-5775,SHP-1001,49.6,Vehicle Breakdown,2026-06-25
DLY-5776,SHP-1395,7.5,Port Congestion,2026-06-24
DLY-5777,SHP-1134,58.8,Customs,2026-08-02
DLY-5778,SHP-1244,4.2,Traffic,2026-06-12
DLY-5779,SHP-1354,69.6,Port Congestion,2026-07-06
DLY-5780,SHP-1235,34.5,Weather,2026-06-20
DLY-5781,SHP-1279,69.4,Port Congestion,2026-07-16
DLY-5782,SHP-1173,40.1,Port Congestion,2026-07-11
DLY-5783,SHP-1520,25.8,Weather,2026-06-12
DLY-5784,SHP-1486,37.5,Weather,2026-06-22
DLY-5785,SHP-1083,67.5,Vehicle Breakdown,2026-06-16
DLY-5786,SHP-1494,40.9,Port Congestion,2026-06-17
DLY-5787,SHP-1129,34.2,Traffic,2026-06-18
DLY-5788,SHP-1277,48.3,Customs,2026-05-26
DLY-5789,SHP-1498,23.9,Customs,2026-08-02
DLY-5790,SHP-1450,13.1,Weather,2026-06-16
DLY-5791,SHP-1396,14.2,Vehicle Breakdown,2026-05-22
DLY-5792,SHP-1541,44.0,Port Congestion,2026-07-08
DLY-5793,SHP-1303,22.9,Customs,2026-06-23
DLY-5794,SHP-1172,25.5,Vehicle Breakdown,2026-07-22
DLY-5795,SHP-1453,16.4,Vehicle Breakdown,2026-07-14
DLY-5796,SHP-1470,28.6,Port Congestion,2026-05-29
DLY-5797,SHP-1412,51.0,Traffic,2026-07-04
DLY-5798,SHP-1349,61.6,Port Congestion,2026-08-10
DLY-5799,SHP-1121,67.2,Weather,2026-07-18
DLY-5800,SHP-1332,3.5,Traffic,2026-05-26
DLY-5801,SHP-1454,58.1,Port Congestion,2026-06-23
DLY-5802,SHP-1532,35.5,Vehicle Breakdown,2026-07-20
DLY-5803,SHP-1179,24.4,Customs,2026-07-24
DLY-5804,SHP-1449,57.1,Port Congestion,2026-06-09
DLY-5805,SHP-1227,17.3,Traffic,2026-07-23
DLY-5806,SHP-1360,7.5,Traffic,2026-06-05
DLY-5807,SHP-1488,54.4,Customs,2026-06-13
DLY-5808,SHP-1515,68.6,Traffic,2026-07-05
DLY-5809,SHP-1345,12.0,Weather,2026-06-04
DLY-5810,SHP-1097,62.5,Traffic,2026-06-17
DLY-5811,SHP-1128,31.9,Traffic,2026-07-08
DLY-5812,SHP-1039,20.7,Traffic,2026-07-17
DLY-5813,SHP-1432,65.9,Weather,2026-06-21
DLY-5814,SHP-1144,64.8,Port Congestion,2026-07-18
DLY-5815,SHP-1392,25.8,Traffic,2026-07-12
DLY-5816,SHP-1531,4.2,Traffic,2026-05-15
DLY-5817,SHP-1385,13.1,Weather,2026-06-22
DLY-5818,SHP-1419,49.9,Traffic,2026-07-14
DLY-5819,SHP-1271,14.1,Vehicle Breakdown,2026-07-10
DLY-5820,SHP-1472,20.8,Traffic,2026-06-22
DLY-5821,SHP-1158,63.0,Vehicle Breakdown,2026-06-12
DLY-5822,SHP-1031,20.4,Weather,2026-07-23
DLY-5823,SHP-1188,16.2,Customs,2026-06-18
DLY-5824,SHP-1320,11.8,Customs,2026-05-14
DLY-5825,SHP-1302,65.6,Customs,2026-05-17
DLY-5826,SHP-1029,26.7,Weather,2026-06-20
DLY-5827,SHP-1300,41.2,Customs,2026-07-09
DLY-5828,SHP-1331,54.8,Weather,2026-07-02
DLY-5829,SHP-1215,60.1,Port Congestion,2026-05-18
DLY-5830,SHP-1255,71.4,Vehicle Breakdown,2026-05-17
DLY-5831,SHP-1520,35.2,Port Congestion,2026-05-24
DLY-5832,SHP-1361,8.2,Vehicle Breakdown,2026-06-13
DLY-5833,SHP-1490,19.5,Customs,2026-08-10
DLY-5834,SHP-1150,60.2,Vehicle Breakdown,2026-07-11
DLY-5835,SHP-1453,2.7,Weather,2026-06-29
DLY-5836,SHP-1513,49.4,Traffic,2026-07-01
DLY-5837,SHP-1071,18.3,Customs,2026-06-20
DLY-5838,SHP-1481,3.5,Weather,2026-07-24
DLY-5839,SHP-1244,12.0,Customs,2026-08-09
DLY-5840,SHP-1262,21.7,Vehicle Breakdown,2026-06-07
DLY-5841,SHP-1480,34.0,Port Congestion,2026-07-05
DLY-5842,SHP-1258,12.2,Customs,2026-05-20
DLY-5843,SHP-1369,26.7,Weather,2026-08-07
DLY-5844,SHP-1096,60.1,Weather,2026-05-20
DLY-5845,SHP-1501,65.9,Weather,2026-07-17
DLY-5846,SHP-1249,69.3,Traffic,2026-06-02
DLY-5847,SHP-1450,22.0,Weather,2026-05-15
DLY-5848,SHP-1396,38.5,Port Congestion,2026-06-29
DLY-5849,SHP-1102,38.7,Port Congestion,2026-06-09
DLY-5850,SHP-1137,31.4,Customs,2026-05-30
DLY-5851,SHP-1081,18.3,Customs,2026-06-11
DLY-5852,SHP-1401,33.6,Traffic,2026-07-11
DLY-5853,SHP-1507,7.8,Port Congestion,2026-07-11
DLY-5854,SHP-1114,25.5,Vehicle Breakdown,2026-07-01
DLY-5855,SHP-1425,43.2,Customs,2026-06-20
DLY-5856,SHP-1050,3.5,Vehicle Breakdown,2026-05-17
DLY-5857,SHP-1191,12.6,Vehicle Breakdown,2026-07-29
DLY-5858,SHP-1544,2.0,Customs,2026-05-21
DLY-5859,SHP-1014,40.3,Customs,2026-05-28
DLY-5860,SHP-1533,24.2,Weather,2026-05-21
DLY-5861,SHP-1541,51.9,Weather,2026-05-26
DLY-5862,SHP-1114,66.8,Customs,2026-07-26
DLY-5863,SHP-1204,58.7,Vehicle Breakdown,2026-06-28
DLY-5864,SHP-1008,41.6,Traffic,2026-07-14
DLY-5865,SHP-1018,1.5,Weather,2026-07-06
DLY-5866,SHP-1111,40.7,Port Congestion,2026-06-10
DLY-5867,SHP-1084,56.9,Vehicle Breakdown,2026-07-22
DLY-5868,SHP-1092,49.2,Weather,2026-05-15
DLY-5869,SHP-1025,59.0,Traffic,2026-06-15
DLY-5870,SHP-1262,28.8,Vehicle Breakdown,2026-07-06
DLY-5871,SHP-1441,59.4,Customs,2026-07-10
DLY-5872,SHP-1369,29.7,Vehicle Breakdown,2026-07-15
DLY-5873,SHP-1451,15.8,Customs,2026-07-11
DLY-5874,SHP-1330,10.9,Vehicle Breakdown,2026-06-09
DLY-5875,SHP-1414,10.8,Weather,2026-05-15
DLY-5876,SHP-1012,26.6,Port Congestion,2026-06-13
DLY-5877,SHP-1275,71.7,Customs,2026-06-24
DLY-5878,SHP-1347,67.6,Vehicle Breakdown,2026-07-06
DLY-5879,SHP-1247,13.7,Customs,2026-06-28
DLY-5880,SHP-1102,64.5,Vehicle Breakdown,2026-07-26
DLY-5881,SHP-1082,64.8,Weather,2026-08-02
DLY-5882,SHP-1252,40.5,Port Congestion,2026-06-29
DLY-5883,SHP-1083,29.8,Weather,2026-06-08
DLY-5884,SHP-1333,71.0,Vehicle Breakdown,2026-05-26
DLY-5885,SHP-1210,68.6,Port Congestion,2026-07-22
DLY-5886,SHP-1510,13.0,Customs,2026-07-11
DLY-5887,SHP-1195,16.7,Port Congestion,2026-07-09
DLY-5888,SHP-1225,17.7,Customs,2026-07-08
DLY-5889,SHP-1004,45.6,Traffic,2026-07-09
DLY-5890,SHP-1262,50.4,Port Congestion,2026-07-05
